variable,count,mean,std,min,25%,50%,75%,max
psxview.not_in_ethread_pool_false_avg,58596.0,0.04770513497685849,0.06681820500580839,0.0,0.0,0.023255814,0.069767442,0.8375
psxview.not_in_pspcid_list_false_avg,58596.0,0.0410656340329374,0.058261008428589334,0.0,0.0,0.02173913,0.068181818,1.0
psxview.not_in_csrss_handles_false_avg,58596.0,0.14174959057662637,0.06136120893042897,0.025806452,0.1,0.119047619,0.16564301774999998,0.854166667
psxview.not_in_session_false_avg,58596.0,0.0879402217950372,0.05499255301800341,0.008333333,0.048780488,0.066666667,0.113636364,0.576923077
psxview.not_in_deskthrd_false_avg,58596.0,0.18765437110884703,0.06142304642863328,0.04375,0.146341463,0.16655998049999998,0.21117409075,0.8625
modules.nmodules,58596.0,137.92914448295605,13.640575815203881,0.0,138.0,138.0,138.0,346.8389598
svcscan.nservices,58596.0,391.4790643506563,38.34026300686903,0.0,389.0,392.0,395.0,1065.192351
svcscan.kernel_drivers,57626.0,220.60824974837746,4.508643399374874,55.0,221.0,222.0,222.0,222.0
svcscan.fs_drivers,58596.0,25.99626254351833,0.170740570162313,6.0,26.0,26.0,26.0,26.0
svcscan.process_services,58596.0,25.06365622226773,1.5294172186169877,7.0,24.0,24.0,27.0,27.0
svcscan.shared_process_services,58596.0,116.87976995016724,1.5504045385892242,26.0,116.0,116.0,118.0,118.0
svcscan.interactive_process_services,58596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
svcscan.nactive,58596.0,516.8462334206525,1934.799855064373,0.0,121.0,123.0,124.0,9999.0
callbacks.ncallbacks,58596.0,86.84033117801417,9.089108338937894,0.0,87.0,87.0,88.0,267.5790008
callbacks.nanonymous,58596.0,0.0008874325892552393,0.02977683973170292,0.0,0.0,0.0,0.0,1.0
callbacks.ngeneric,58596.0,7.999863471909346,0.0116838255912482,7.0,8.0,8.0,8.0,8.0
