variable,count,mean,std,min,25%,50%,75%,max
capset,11598.0,0.9829280910501811,0.1295449954267842,0.0,1.0,1.0,1.0,1.0
chdir,11598.0,0.0760475944128298,2.494193066575322,0.0,0.0,0.0,0.0,216.0
checkOperation,11598.0,0.11019141231246767,0.5234169293928608,0.0,0.0,0.0,0.0,4.0
checkPackage,11598.0,0.07992757371960683,1.310898037150992,0.0,0.0,0.0,0.0,119.0
checkPermission,11598.0,2.203483359199862,35.73805974464279,0.0,0.0,0.0,0.0,3460.0
checkSignatures,11598.0,0.02793585100879462,1.483517234143968,0.0,0.0,0.0,0.0,137.0
chmod,11598.0,13.226763235040524,33.034403994343826,0.0,1.0,4.0,11.0,1572.0
chown32,11598.0,0.0006035523366097603,0.06499897196316509,0.0,0.0,0.0,0.0,7.0
clock_getres,11598.0,0.0006035523366097603,0.02456094610573896,0.0,0.0,0.0,0.0,1.0
clock_gettime,11238.0,941636.2939829377,3268749.348455036,0.0,282.25,1939.4928478544552,20166.25,12807830.0
clone,11598.0,29.661407139161923,31.74354170421408,0.0,10.0,17.0,39.0,1332.0
close,11598.0,454.94568028970514,1251.729120854861,0.0,34.0,77.0,569.0,67329.0
collapsePanels,11598.0,0.000862217623728229,0.07656919698341311,0.0,0.0,0.0,0.0,8.0
connect,11598.0,13.11182962579755,41.85838021084428,0.0,1.0,3.0,12.0,1826.0
currentToCanonicalPackageNames,11598.0,0.007501293326435592,0.4560863718692582,0.0,0.0,0.0,0.0,37.0
dataChanged,11598.0,0.004397309881013968,0.22185025040143433,0.0,0.0,0.0,0.0,18.0
deleteHost,11598.0,0.000862217623728229,0.029352146237143016,0.0,0.0,0.0,0.0,1.0
disconnect,11598.0,0.005776858078979134,0.12129228234039717,0.0,0.0,0.0,0.0,10.0
displayCompletions,11598.0,0.006897740989825832,0.123698076659469,0.0,0.0,0.0,0.0,5.0
dup,11598.0,21.252112433178134,114.402719844299,0.0,2.0,9.0,22.0,10282.0
dup2,11598.0,1.825745818244525,9.809027700471495,0.0,0.0,0.0,0.0,396.0
endRestoreSession,11598.0,0.0001724435247456458,0.013131209200943515,0.0,0.0,0.0,0.0,1.0
engineShown,11598.0,8.62217623728229e-05,0.009285567423309299,0.0,0.0,0.0,0.0,1.0
enqueueNotificationWithTag,11598.0,0.04604242110708743,1.4473429207760926,0.0,0.0,0.0,0.0,150.0
enqueueToast,11598.0,0.7052077944473185,19.070961429389726,0.0,0.0,0.0,0.0,770.0
epoll_create,11598.0,4.099844800827729,5.0371764391687925,0.0,1.0,1.0,8.0,224.0
epoll_ctl,11598.0,16.615106052767718,44.117893585239464,0.0,1.0,6.0,18.0,1542.0
epoll_wait,11598.0,2863.0505259527504,9854.291188994353,0.0,19.0,151.0,927.5,410669.0
eventfd2,11598.0,0.0020693222969477496,0.125257460566281,0.0,0.0,0.0,0.0,12.0
execve,11598.0,2.2621141576133814,10.517214986319026,0.0,0.0,0.0,0.0,399.0
exit,11598.0,9.517761683048802,22.02710990677919,0.0,1.0,3.0,10.0,1318.0
exit_group,11598.0,0.9164511122607346,3.9652717790560215,0.0,0.0,0.0,0.0,132.0
faccessat,11598.0,8.62217623728229e-05,0.009285567423309297,0.0,0.0,0.0,0.0,1.0
fchmod,11598.0,1.0972581479565442,2.4321488805247093,0.0,0.0,0.0,1.0,39.0
fchown32,11598.0,33.22529746508019,184.36159744240027,0.0,0.0,0.0,10.0,8301.0
fcntl,11598.0,8.62217623728229e-05,0.009285567423309299,0.0,0.0,0.0,0.0,1.0
fcntl64,11598.0,364.77099499913777,1465.6311680239232,0.0,7.0,43.0,286.75,61766.0
fdatasync,11598.0,37.17942748749785,221.23978892158928,0.0,0.0,0.0,20.0,13240.0
finishDrawing,11598.0,3.5494050698396276,6.473253325327542,0.0,0.0,2.0,4.0,263.0
finishInput,11598.0,0.043197102948784274,0.3271717063950301,0.0,0.0,0.0,0.0,12.0
finishSpellCheckerService,11598.0,0.0037937575444042075,0.0730192877903848,0.0,0.0,0.0,0.0,3.0
flock,11598.0,3.0596654595619937,5.238328831372456,0.0,2.0,2.0,2.0,334.0
fork,11598.0,0.9875840662183135,4.258385375204319,0.0,0.0,0.0,0.0,140.0
fstat64,11598.0,430.76220037937577,1177.6049920502935,0.0,14.0,53.0,585.0,41684.0
fstatfs64,11598.0,8.62217623728229e-05,0.009285567423309299,0.0,0.0,0.0,0.0,1.0
fsync,11598.0,7.8400586307984135,21.029751216141975,0.0,0.0,1.0,6.0,1197.0
ftruncate,11598.0,9.615537161579583,67.91923433030938,0.0,0.0,0.0,0.0,1764.0
ftruncate64,11598.0,0.23072943610967409,1.273517852931728,0.0,0.0,0.0,0.0,52.0
futex,11598.0,3269.91924900747,13434.819324522674,0.0,103.0,398.0,2213.75,359838.0
geocoderIsPresent,11598.0,0.0005173305742369374,0.026259587271104473,0.0,0.0,0.0,0.0,2.0
getAccounts,11598.0,0.021641662355578548,0.23992467106115167,0.0,0.0,0.0,0.0,6.0
getAccountsAsUser,11598.0,0.06268322124504225,1.404836166424028,0.0,0.0,0.0,0.0,106.0
getActiveAdmins,11598.0,0.7175375064666322,77.24663466644215,0.0,0.0,0.0,0.0,8319.0
getActiveNetworkInfo,11598.0,77.64330056906363,1171.6553465992,0.0,0.0,0.0,6.0,35812.0
getActivePhoneType,11598.0,3.2821176064838764,19.06236369611107,0.0,0.0,0.0,2.0,1208.0
getActivityInfo,11598.0,0.9199862045180204,3.141976141286667,0.0,0.0,0.0,1.0,145.0
getAllCellInfo,11598.0,0.014312812553888601,0.39129354500777824,0.0,0.0,0.0,0.0,18.0
getAllNetworkInfo,11598.0,1.2047766856354545,6.052817562585566,0.0,0.0,0.0,0.0,150.0
getAllPkgUsageStats,11598.0,8.62217623728229e-05,0.009285567423309297,0.0,0.0,0.0,0.0,1.0
getAllProviders,11598.0,0.029487842731505433,0.8491414671078131,0.0,0.0,0.0,0.0,53.0
getAnimationScale,11598.0,0.6807208139334368,0.4678791019201248,0.0,0.0,1.0,1.0,3.0
getAppWidgetIds,11598.0,0.04724952578030695,0.710246473126623,0.0,0.0,0.0,0.0,29.0
getAppWidgetInfo,11598.0,0.0001724435247456458,0.018571134846618598,0.0,0.0,0.0,0.0,2.0
getApplicationEnabledSetting,11598.0,0.01784790481117434,1.0005304053256139,0.0,0.0,0.0,0.0,68.0
getApplicationInfo,11598.0,5.448870494912916,70.99824999950671,0.0,0.0,1.0,3.0,4886.0
getApplicationRestrictions,11598.0,0.10070701845145714,0.8792970199695322,0.0,0.0,0.0,0.0,29.0
getAuthenticatorTypes,11598.0,0.0006035523366097603,0.05648111179672575,0.0,0.0,0.0,0.0,6.0
getBestProvider,11598.0,0.03121227797896189,0.3080788486598887,0.0,0.0,0.0,0.0,11.0
getBoolean,11598.0,0.0002586652871184687,0.02076244379957981,0.0,0.0,0.0,0.0,2.0
getCallState,11598.0,0.005000862217623728,0.09726356416092312,0.0,0.0,0.0,0.0,4.0
getCameraDisabled,11598.0,0.0001724435247456458,0.018571134846618598,0.0,0.0,0.0,0.0,2.0
getCameraInfo,11598.0,0.020865666494223143,0.424415510283677,0.0,0.0,0.0,0.0,35.0
getCellLocation,11598.0,0.9412829798241076,5.683126169502647,0.0,0.0,0.0,0.0,165.0
getClientDefaultLanguage,11598.0,0.003362648732540093,0.07706170401502271,0.0,0.0,0.0,0.0,3.0
getComponentEnabledSetting,11598.0,0.028711846870150024,1.067096246757582,0.0,0.0,0.0,0.0,110.0
getConfiguredNetworks,11598.0,0.0013795481979651664,0.058713410486098266,0.0,0.0,0.0,0.0,4.0
getConnectionInfo,11598.0,89.12536644249009,3015.470540188709,0.0,0.0,0.0,0.0,141933.0
getCurrentInputMethodSubtype,11598.0,0.0006035523366097603,0.06499897196316508,0.0,0.0,0.0,0.0,7.0
getCurrentModeType,11598.0,0.005431971029487843,0.38361925235494704,0.0,0.0,0.0,0.0,41.0
getCurrentSpellChecker,11598.0,0.09596482152095188,0.4912084860916129,0.0,0.0,0.0,0.0,18.0
getCurrentSpellCheckerSubtype,11598.0,0.8784273150543197,5.686156659446406,0.0,0.0,0.0,0.0,184.0
getDataActivity,11598.0,8.62217623728229e-05,0.009285567423309299,0.0,0.0,0.0,0.0,1.0
getDataNetworkType,11598.0,40.078116916709774,688.1849872193782,0.0,0.0,0.0,0.0,15277.0
getDataState,11598.0,0.024573202276254525,1.8770980705014275,0.0,0.0,0.0,0.0,201.0
getDeviceId,11598.0,22.919037765131918,343.86429321665366,0.0,0.0,0.0,3.0,7640.0
getDeviceList,11598.0,0.0001724435247456458,0.013131209200943515,0.0,0.0,0.0,0.0,1.0
getDeviceOwner,11598.0,0.016727021900327644,0.18167182702219076,0.0,0.0,0.0,0.0,3.0
getDeviceSvn,11598.0,0.012243490256940852,0.1469007886849627,0.0,0.0,0.0,0.0,6.0
getDhcpInfo,11598.0,0.0012071046732195206,0.08710173435016375,0.0,0.0,0.0,0.0,9.0
getDisplayFrame,11598.0,0.11605449215381962,8.026771357994603,0.0,0.0,0.0,0.0,857.0
getDisplayIds,11598.0,0.003966201069149853,0.06937653015375442,0.0,0.0,0.0,0.0,3.0
getDisplayInfo,11598.0,30.993360924297292,352.04040714315045,0.0,6.0,7.0,9.0,7650.0
getEnabledAccessibilityServiceList,11598.0,0.9353336782203828,22.83752235629351,0.0,0.0,0.0,0.0,594.0
getEnabledInputMethodList,11598.0,0.0493188480772547,3.304888704982947,0.0,0.0,0.0,0.0,353.0
getEnabledInputMethodSubtypeList,11598.0,0.013795481979651664,0.3240513676220853,0.0,0.0,0.0,0.0,14.0
getFlashlightEnabled,11598.0,0.0003448870494912916,0.026262418401887033,0.0,0.0,0.0,0.0,2.0
getFromLocation,11598.0,0.0046559751681324365,0.17465238571784172,0.0,0.0,0.0,0.0,16.0
getGlobalSearchActivity,11598.0,0.0015519917227108122,0.10255512260802707,0.0,0.0,0.0,0.0,8.0
getGroupIdLevel1,11598.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
getHeightHint,11598.0,0.007242628039317123,0.08680846254840528,0.0,0.0,0.0,0.0,2.0
getIccSerialNumber,11598.0,1.7561648560096568,7.882820970269635,0.0,0.0,0.0,0.0,129.0
getInTouchMode,11598.0,0.9874978444559407,3.644161922192048,0.0,0.0,0.0,0.0,95.0
getInputDevice,11598.0,0.2886704604242111,0.46313910102135003,0.0,0.0,0.0,1.0,5.0
getInputDeviceIds,11598.0,0.2854802552164166,0.4516623387442526,0.0,0.0,0.0,1.0,1.0
getInputMethodList,11598.0,0.00594930160372478,0.4615592584434542,0.0,0.0,0.0,0.0,49.0
getInstallLocation,11598.0,8.62217623728229e-05,0.009285567423309299,0.0,0.0,0.0,0.0,1.0
getInstalledApplications,11598.0,0.13278151405414726,3.5386423760166466,0.0,0.0,0.0,0.0,182.0
getInstalledPackages,11598.0,0.44507673736851183,3.850201360982173,0.0,0.0,0.0,0.0,183.0
getInstalledProviders,11598.0,0.000862217623728229,0.039387587719686784,0.0,0.0,0.0,0.0,2.0
getInstallerPackageName,11598.0,0.3541989998275565,6.470187204002205,0.0,0.0,0.0,0.0,637.0
getIsSyncable,11598.0,8.62217623728229e-05,0.009285567423309297,0.0,0.0,0.0,0.0,1.0
getLastChosenActivity,11598.0,0.0002586652871184687,0.01608168766387291,0.0,0.0,0.0,0.0,1.0
getLastInputMethodSubtype,11598.0,8.62217623728229e-05,0.009285567423309299,0.0,0.0,0.0,0.0,1.0
getLastLocation,11598.0,0.29349887911708916,2.2066032780467535,0.0,0.0,0.0,0.0,80.0
getLine1Number,11598.0,25.249094671495087,282.26120996300506,0.0,0.0,0.0,1.0,3550.0
getLong,11598.0,0.0005173305742369374,0.04152488759915962,0.0,0.0,0.0,0.0,4.0
getMasterSyncAutomatically,11598.0,0.0019831005345749267,0.09956116035818025,0.0,0.0,0.0,0.0,6.0
getMessenger,11598.0,0.0004311088118641145,0.030795053148746736,0.0,0.0,0.0,0.0,3.0
getMobileDataEnabled,11598.0,0.02621141576133816,0.32060558181109794,0.0,0.0,0.0,0.0,14.0
getMobileIfaces,11598.0,0.08725642352129677,8.703046065700917,0.0,0.0,0.0,0.0,937.0
getMode,11598.0,0.0817382307294361,0.8097721768904219,0.0,0.0,0.0,0.0,45.0
getNameForUid,11598.0,0.015088808415244008,0.9598456848738782,0.0,0.0,0.0,0.0,70.0
getNeighboringCellInfo,11598.0,0.15261251939989653,1.676261887057139,0.0,0.0,0.0,0.0,44.0
getNetworkInfo,11598.0,1.2841007070184514,30.960030487925234,0.0,0.0,0.0,0.0,3245.0
getNetworkPreference,11598.0,0.0001724435247456458,0.013131209200943513,0.0,0.0,0.0,0.0,1.0
getNightMode,11598.0,0.03819624073116055,0.525628353107749,0.0,0.0,0.0,0.0,28.0
getNumberOfCameras,11598.0,0.02612519399896534,0.46625213685224226,0.0,0.0,0.0,0.0,29.0
getPackageGids,11598.0,0.0018968787722021038,0.10254932276622451,0.0,0.0,0.0,0.0,7.0
getPackageInfo,11598.0,27.29444731850319,345.64652963844446,0.0,1.0,2.0,5.0,7639.0
getPackageSizeInfo,11598.0,0.05380237972064149,2.307902588598456,0.0,0.0,0.0,0.0,147.0
getPackagesForUid,11598.0,7.876702879806864,370.8605270733168,0.0,1.0,1.0,1.0,20004.0
getPassword,11598.0,8.62217623728229e-05,0.009285567423309297,0.0,0.0,0.0,0.0,1.0
getPermissionGroupInfo,11598.0,0.023279875840662184,2.507103204293509,0.0,0.0,0.0,0.0,270.0
getPermissionInfo,11598.0,0.02586652871184687,2.544731999713388,0.0,0.0,0.0,0.0,274.0
getPreferredActivities,11598.0,0.0006035523366097603,0.038282268031959055,0.0,0.0,0.0,0.0,3.0
getPreferredPackages,11598.0,0.0003448870494912916,0.0185687326301791,0.0,0.0,0.0,0.0,1.0
getPrimaryClip,11598.0,0.0010346611484738748,0.03712945649071939,0.0,0.0,0.0,0.0,2.0
getProviderInfo,11598.0,0.0011208829108466977,0.03827061360454808,0.0,0.0,0.0,0.0,2.0
getProviderProperties,11598.0,0.0023279875840662182,0.09868373366864826,0.0,0.0,0.0,0.0,8.0
getProviders,11598.0,0.021900327642697018,0.4885899378225533,0.0,0.0,0.0,0.0,40.0
getProxy,11598.0,0.9831005345749267,0.13023142049144115,0.0,1.0,1.0,1.0,2.0
getReceiverInfo,11598.0,0.21288153129849974,1.0833742228582957,0.0,0.0,0.0,0.0,19.0
getRingerMode,11598.0,0.08363510950163822,0.8397962456589919,0.0,0.0,0.0,0.0,45.0
getRingtonePlayer,11598.0,0.0007759958613554061,0.030788292381463352,0.0,0.0,0.0,0.0,2.0
getScanResults,11598.0,0.03345404380065529,0.7890898193725814,0.0,0.0,0.0,0.0,32.0
getSearchableInfo,11598.0,0.010863942058975685,0.1475946498897774,0.0,0.0,0.0,0.0,6.0
getSearchablesInGlobalSearch,11598.0,8.62217623728229e-05,0.009285567423309299,0.0,0.0,0.0,0.0,1.0
getServiceInfo,11598.0,0.24624935333678222,2.8094113726294454,0.0,0.0,0.0,0.0,108.0
getSpellCheckerService,11598.0,0.09493016037247802,0.4915849508022992,0.0,0.0,0.0,0.0,19.0
getState,11598.0,0.002500431108811864,0.04994390877905695,0.0,0.0,0.0,0.0,1.0
getStorageEncryptionStatus,11598.0,0.0022417658216933953,0.1203390177095188,0.0,0.0,0.0,0.0,11.0
getStreamMaxVolume,11598.0,0.04974995688911881,1.5019832330602603,0.0,0.0,0.0,0.0,119.0
getStreamVolume,11598.0,0.5595792377996206,2.731027125747007,0.0,0.0,0.0,0.0,125.0
getString,11598.0,0.0022417658216933953,0.07654122720909616,0.0,0.0,0.0,0.0,4.0
getSubscriberId,11598.0,3.224004138644594,12.292061222576855,0.0,0.0,0.0,1.0,169.0
getSyncAutomatically,11598.0,8.62217623728229e-05,0.009285567423309299,0.0,0.0,0.0,0.0,1.0
getSystemAvailableFeatures,11598.0,0.0030177616830488014,0.06081733148544395,0.0,0.0,0.0,0.0,2.0
getSystemSharedLibraryNames,11598.0,0.0018968787722021038,0.11890327952781873,0.0,0.0,0.0,0.0,12.0
getTetheredIfaces,11598.0,0.0003448870494912916,0.026262418401887026,0.0,0.0,0.0,0.0,2.0
getUserData,11598.0,0.0022417658216933953,0.22362448084285316,0.0,0.0,0.0,0.0,24.0
getUserIcon,11598.0,0.017071908949818936,0.18352882196683887,0.0,0.0,0.0,0.0,2.0
getUserRestrictions,11598.0,0.008535954474909468,0.8824188411221074,0.0,0.0,0.0,0.0,95.0
getUserSerialNumber,11598.0,0.004397309881013968,0.3642628124016444,0.0,0.0,0.0,0.0,39.0
getUsers,11598.0,0.01724435247456458,0.18538269590994072,0.0,0.0,0.0,0.0,3.0
getVibrateSetting,11598.0,0.002500431108811864,0.16426650915717478,0.0,0.0,0.0,0.0,16.0
getVoiceMailAlphaTag,11598.0,0.0002586652871184687,0.01608168766387291,0.0,0.0,0.0,0.0,1.0
getVoiceMailNumber,11598.0,0.006983962752198655,0.10105688757288182,0.0,0.0,0.0,0.0,3.0
getWallpaper,11598.0,0.007415071564062769,0.08875865093332141,0.0,0.0,0.0,0.0,2.0
getWallpaperInfo,11598.0,0.005000862217623728,0.3414042528196656,0.0,0.0,0.0,0.0,36.0
getWidthHint,11598.0,0.007501293326435592,0.09114799984291662,0.0,0.0,0.0,0.0,3.0
getWifiApConfiguration,11598.0,0.0002586652871184687,0.027856702269927903,0.0,0.0,0.0,0.0,3.0
getWifiApEnabledState,11598.0,0.2734092084842214,29.16621218181059,0.0,0.0,0.0,0.0,3141.0
getWifiDisplayStatus,11598.0,0.005087083979996551,0.10031418353466845,0.0,0.0,0.0,0.0,2.0
getWifiEnabledState,11598.0,0.23443697189170545,2.6998313028495646,0.0,0.0,0.0,0.0,129.0
getWifiServiceMessenger,11598.0,0.18804966373512674,0.3947206669025937,0.0,0.0,0.0,0.0,2.0
getcwd,11598.0,0.07044317985859631,1.2606175071257102,0.0,0.0,0.0,0.0,77.0
getdents64,11598.0,25.668391101914125,123.3105006683448,0.0,2.0,2.0,33.0,9770.0
getegid32,11598.0,3.537937575444042,5.255552646287694,0.0,0.0,0.0,10.0,44.0
geteuid32,11598.0,3.5689774098982583,5.529560422351625,0.0,0.0,0.0,10.0,177.0
getgid32,11598.0,3.536989136057941,5.255953166547385,0.0,0.0,0.0,10.0,44.0
getgroups32,11598.0,0.00327642697016727,0.3261841404070096,0.0,0.0,0.0,0.0,35.0
getpeername,11598.0,0.020865666494223143,1.6325605620776489,0.0,0.0,0.0,0.0,175.0
getpgid,11598.0,0.04811174340403518,0.739454250347769,0.0,0.0,0.0,0.0,32.0
getpid,11598.0,2162.437922351508,8839.663266765792,0.0,31.0,94.0,605.75,407515.0
getppid,11598.0,1.8124676668391102,131.33213998201086,0.0,0.0,0.0,0.0,10001.0
getpriority,11598.0,86.35609587859976,307.1210293420806,0.0,28.0,49.0,92.0,16617.0
getresgid32,11598.0,0.0001724435247456458,0.018571134846618594,0.0,0.0,0.0,0.0,2.0
getresuid32,11598.0,0.0002586652871184687,0.0278567022699279,0.0,0.0,0.0,0.0,3.0
getrusage,11598.0,0.08717020175892395,2.1921743223456835,0.0,0.0,0.0,0.0,112.0
getsockname,11598.0,12.11915847559924,57.84920864642907,0.0,0.0,2.0,10.0,2980.0
getsockopt,11598.0,28.306604586997757,110.39806458826511,0.0,3.0,4.0,19.0,4484.0
gettid,11598.0,155.99163648904982,544.3626732520072,0.0,25.0,39.0,225.0,22594.0
gettimeofday,11316.0,1786059.1743883346,6526870.31858614,0.0,7.0,174.0,1341.0,25718520.0
getuid32,11598.0,2651.982984554093,9570.023554674759,0.0,43.0,121.0,716.75,407482.0
hasClipboardText,11598.0,8.62217623728229e-05,0.009285567423309299,0.0,0.0,0.0,0.0,1.0
hasIccCard,11598.0,8.62217623728229e-05,0.009285567423309299,0.0,0.0,0.0,0.0,1.0
hasKeys,11598.0,0.0027590963959303327,0.13644740132073627,0.0,0.0,0.0,0.0,13.0
hasNamedWallpaper,11598.0,0.002500431108811864,0.2692814552759697,0.0,0.0,0.0,0.0,29.0
hasNavigationBar,11598.0,0.8750646663217796,0.33299857171260255,0.0,1.0,1.0,1.0,2.0
hasPrimaryClip,11598.0,0.0011208829108466977,0.05492508912491406,0.0,0.0,0.0,0.0,5.0
hasSystemFeature,11598.0,1.4480944990515605,3.1470287609559797,0.0,0.0,0.0,3.0,92.0
hasVibrator,11598.0,0.0002586652871184687,0.01608168766387291,0.0,0.0,0.0,0.0,1.0
hideSoftInput,11598.0,0.010519055009484394,0.1724083587699224,0.0,0.0,0.0,0.0,5.0
inKeyguardRestrictedInputMode,11598.0,0.09087773754095534,3.275436274086625,0.0,0.0,0.0,0.0,233.0
inotify_add_watch,11598.0,48.994395585445766,947.9276338700957,0.0,0.0,0.0,0.0,26609.0
inotify_init,11598.0,0.020003448870494912,0.22157478811014067,0.0,0.0,0.0,0.0,4.0
inotify_rm_watch,11598.0,0.016813243662700466,0.8468945863650317,0.0,0.0,0.0,0.0,80.0
ioctl,11598.0,3007.1057941024314,13918.587360028636,0.0,82.0,263.0,979.0,201787.0
isActiveNetworkMetered,11598.0,0.05483704086911537,0.6132342053140466,0.0,0.0,0.0,0.0,34.0
